Time;user_addr;sum;count
2019-04-18 02:59:59;0xcAF75128617443694250e831D2C59632630a35cF;33.77;68.00
2019-04-18 02:59:59;0xE10Fa11d966F172755E7bAf6a7064C1BB345Bf4b;346.33;67.00
2019-04-18 02:59:59;0x8237E09571B52Db8577916b8f1321327A2531fb2;6.05;67.00
2019-04-18 02:59:59;0x9F476bAb340Eac1A839B363612767DC3845BDdb3;2.66;66.00
2019-04-18 02:59:59;0x3596c017ad351628Cd31980837c0938ddBaD7E49;12.20;65.00
2019-04-18 02:59:59;0xB09cD60ad551cE7fF6bc97458B483A8D50489Ee7;275.67;64.00
2019-04-18 02:59:59;0x9A33f1Ef6b9a7fb22416B5700fd09199e835D268;51.61;64.00
2019-04-18 02:59:59;0x58515E06324Bdbbecfa563D32f0F35BbdaFBF48c;15.53;64.00
2019-04-18 02:59:59;0x0A458d660e69A808a4a5F9cCAc201B135916828e;42.76;64.00
2019-04-18 02:59:59;0xEa32EbD13E5DD18D74dF75416E6416158E281069;22.00;63.00
2019-04-18 02:59:59;0x3979F8FD1176e266C0B8497ec74cbEAB82949a7d;66.65;63.00
2019-04-18 02:59:59;0x40ddBf3BdE9c33661C8B4a4E9045eE7Ade9E7102;567.18;62.00
2019-04-18 02:59:59;0x397d34604F2b2227F4fb0bFEC2e48D4E85C5aA67;419.78;62.00
2019-04-18 02:59:59;0x50e31356eD1209D30318187D49f89cDa168Ad62b;2.15;61.00
2019-04-18 02:59:59;0x0b946eFAe53975b97a0d1d02f75FABf55D0D6A96;57.27;61.00
2019-04-18 02:59:59;0x34b066aA746A1D6a6FF07D6321d99fb38a90B6dC;9.24;60.00
2019-04-18 02:59:59;0xE4e1EebF4E3BbEAae2C73Dc10108FF02AA9854Ca;343.17;59.00
2019-04-18 02:59:59;0xc86789cbD2ab6cfc1BC4DD71102d67D4B44CCBB0;42.88;58.00
2019-04-18 02:59:59;0x0761e7f51444fcef88cb615013cf140a9FbF1341;645.83;57.00
2019-04-18 02:59:59;0xEB7D44FAFa86c8434ffD56a88713C64A4b762861;1.29;56.00
2019-04-18 02:59:59;0x913C7fa57e6690f96B4AEB65553f0ED3664CAF8b;7.27;56.00
2019-04-18 02:59:59;0x69De827466eb02D672b79139f0efF3cEe2358C79;1140;56.00
2019-04-18 02:59:59;0x56Cd0cC40c2De4F8670a6D9C395C83CFcA9A92a5;1150;56.00
2019-04-18 02:59:59;0x0A7E0C59b41E531B3bA4E156b7976cD4fdAcb1C2;4620;56.00
2019-04-18 02:59:59;0xd7a5d688b07a997fdee9896289f9d7D0F02C1F74;68.43;55.00
2019-04-18 02:59:59;0x98d6a89697FA76b5980D6ac322D7BAeb30CC2bBf;78.77;55.00
2019-04-18 02:59:59;0x01BaE1E87Db376A000D0f2D86008C7bB24cABc43;488.00;55.00
2019-04-18 02:59:59;0xD46b8C1A468F695fc44e59BbDd71757e231ad529;3.45;54.00
2019-04-18 02:59:59;0xCF085317456133E93D72aB5Fc56025d8d3802C38;747.71;54.00
2019-04-18 02:59:59;0x320B7287b5136Cddf0e6242837B0838136491689;48.25;54.00
2019-04-18 02:59:59;0xd2AdB7b4DF854631fA0F790A93b2fA25fAd3F56E;51.96;53.00
2019-04-18 02:59:59;0xDA59D36c46EB61E2A46Ca585B28B6A40C0BF67b0;27.62;53.00
2019-04-18 02:59:59;0x7704990a0ED8Ab1506da26CFB5B8523b92aBa5a4;557.88;53.00
2019-04-18 02:59:59;0x6FA9BA793156d429431b8436f68F3ccA6C345F71;11.67;53.00
2019-04-18 02:59:59;0xef599Ec4E1510b220CBa211d97456DefeAeCeB01;15.52;52.00
2019-04-18 02:59:59;0xFB0F16663C71A2f92Bf009c7DC7B401ad372B6de;513.00;52.00
2019-04-18 02:59:59;0x034a4081dF0C5a039d05113a7d0B334083A7B084;166.73;52.00
2019-04-18 02:59:59;0xe14417087fa953F44bC76d5a5d7C07e25886F519;123.52;51.00
2019-04-18 02:59:59;0xC14949d23C3620c9B08034B677dd063d27b6D3B6;87.92;51.00
2019-04-18 02:59:59;0x747797665F5016895682EF40513A5EDD51261B89;77.18;51.00
2019-04-18 02:59:59;0x1E0a8bcAb64489766cD96f3E29d91f1717D168A2;50.41;51.00
2019-04-18 02:59:59;0x41c93A11f3B688d286e4FF5159d9667fc3238F76;0.86;50.00
2019-04-18 02:59:59;0xF61Fd266242F859f2233356BAF539eCfB92BBfef;124.68;49.00
2019-04-18 02:59:59;0xF12c4E73868a4A028382AC51b57482b627A323d2;34.98;49.00
2019-04-18 02:59:59;0xE8E70E656d43F828C543cb8D4d190362d65204Bd;276.00;49.00
2019-04-18 02:59:59;0x1263aEB66d344569a18292973d3290746A778dA8;44.73;49.00
2019-04-18 02:59:59;0xE7C397DE46b670831de365d0bD5bb35c225DaBF7;302.18;48.00
2019-04-18 02:59:59;0xB806C4d481d29A73E394a7d22De04ADE3D1D4780;2.73;48.00
2019-04-18 02:59:59;0x825d4F26AC2f18dBD1FDeE85C710aBD6aAf78b7D;60.05;48.00
2019-04-18 02:59:59;0xdf22Ac5D9fEd8d8E67f7D0E0C255D772AEd55191;196.53;46.00
2019-04-18 02:59:59;0xF63246f4dF508EBa748DF25DAA8bd96816a668Ba;97.17;46.00
2019-04-18 02:59:59;0xD72420f5818df3BB0a1b075c311337660da5A462;873.85;46.00
2019-04-18 02:59:59;0xBBdB22e7A865515727A887fD57584BF2E05092cd;79.35;46.00
2019-04-18 02:59:59;0xB3d8aB962cbA81b923d9F4dCb56864e1D0E20a4E;61.41;46.00
2019-04-18 02:59:59;0x53e25E102E259A865C2B6BC04F922440f592deF9;496.27;46.00
2019-04-18 02:59:59;0x000000000A3c7c86345A35a0e97A4bb4370a8Dd9;78.11;46.00
2019-04-18 02:59:59;0xb527bD3141Fc51D10cAf340750A353C1f4295b93;3.91;45.00
2019-04-18 02:59:59;0xFC16823D472fA66AE9c4c50CB8bc96Aa61df27AB;109.21;45.00
2019-04-18 02:59:59;0xDBeE3054B647f23875Af19a47Cae0653d0255e51;1.19;45.00
2019-04-18 02:59:59;0xDfB19238598EfC13c9b096dDD76123fab077f28d;307.86;44.00
2019-04-18 02:59:59;0xAEAFE589E6933B0D1B8fA5D1941813472F68C308;225.60;44.00
2019-04-18 02:59:59;0xfd0c447aA7963A227131b0309b5b0aa407346A5b;136.25;43.00
2019-04-18 02:59:59;0xa1426C67db444dd05A90f531C233583472b6b01b;156.07;43.00
2019-04-18 02:59:59;0x154038c4a270e3fEd410182447B7577f8b5ffD7E;9.49;43.00
2019-04-18 02:59:59;0xf8a099545c0f2c3D3E547C048c2F5589e53B54d5;102.49;42.00
2019-04-18 02:59:59;0x8F1C1CAbAA030D9417dac330f0AAAc010C7892B4;6.89;42.00
2019-04-18 02:59:59;0x41B96e9c6758D12A7a1f67952466b2E104532604;450.50;42.00
2019-04-18 02:59:59;0x1337939920E07C1Dc53f109a453cFbB30E4e3e43;84.52;42.00
2019-04-18 02:59:59;0xfe321008beB5d9BbF9832f6c5f448159A6393f01;0.30;41.00
2019-04-18 02:59:59;0xec8e446C52F2D4aC9048AFf1813c636aC8334fC9;1.69;41.00
2019-04-18 02:59:59;0x83C33946533a3e159B7F8b853A49094cA74EB2d6;9.42;41.00
2019-04-18 02:59:59;0x3D5c8B827E40cFE0b3406Ae5EF57c6828DA02844;277.66;41.00
2019-04-18 02:59:59;0x38b5CE69e8FaC824420A473b48E23e2Ea2C49715;129.24;41.00
2019-04-18 02:59:59;0x280dEd1b7e430BeD0Cbb0Aace452Fd2ADEf2b581;1460;41.00
2019-04-18 02:59:59;0xa31c2232842e631cCb2d2E4110B356Bab21E6020;35.71;40.00
2019-04-18 02:59:59;0x736DFa55f3A5b0c13f103E3890F5635ac5262e17;323.82;40.00
2019-04-18 02:59:59;0x72E3bBBcf0A57b7e710f6803F7E0E9D0eE12CD3A;109.19;40.00
2019-04-18 02:59:59;0x603a1f602999AB927597c4E371E0C19F29763a67;1200;40.00
2019-04-18 02:59:59;0x4cB6772E797c8cce3acaDA41408890FDDDC7932c;42.53;40.00
2019-04-18 02:59:59;0x3E11802B0D44132b033E73f853E7996350C19097;142.67;40.00
2019-04-18 02:59:59;0x2aeFeEd14b245Cbff4C5E40cdA2E96249606B99b;20.69;40.00
2019-04-18 02:59:59;0x0557ebB5b5E6a6D7BdD082fB9B678573d65614E8;56.14;40.00
2019-04-18 02:59:59;0xc7e9ac467cC2E4Ad58bCc686f4Cdc9DC9321eac2;402.43;39.00
2019-04-18 02:59:59;0xCd4810227AF2CF5293B108eE7a875003A5b0BC5B;926.32;39.00
2019-04-18 02:59:59;0x6D835Bb6bCcE3Bc2cccDc88fDf32eF73F88400B4;1.73;39.00
2019-04-18 02:59:59;0x38aBF697d5be7290b5C3fF88ef9928Df45Fd15FC;1.98;39.00
2019-04-18 02:59:59;0x227066E58b7993Bde27469CC6d2c82f1e16Fa128;28.61;39.00
2019-04-18 02:59:59;0x206e3058Eb8DDAe476CA1e3936259209Dc01c2dB;65.22;39.00
2019-04-18 02:59:59;0x199DA66FeA63520d64b213ee3e7eb7CDFB650D62;255.18;39.00
2019-04-18 02:59:59;0x03B22EB99570Edc27490eD7aa6f290FDFbBE8A81;450.58;39.00
2019-04-18 02:59:59;0xdf87CECf302eD960E3aF2Daff566EFD9a9D2d7F0;39.50;38.00
2019-04-18 02:59:59;0xdD2A4f2d9B99D806979fB3652D5426E3172ABF91;683.62;38.00
2019-04-18 02:59:59;0xE26730EC82Cd3e2e3F8307c68E417b9Af74E0640;234.36;38.00
2019-04-18 02:59:59;0xDEf0352bf51B6f8d692C5c67e5a068d3dC1D5417;19.79;38.00
2019-04-18 02:59:59;0xDCc983D7539f6Ce596946D2A09a0bA74a36B4822;2310;38.00
2019-04-18 02:59:59;0xBE2F0354D970265BFc36D383af77F72736b81B54;0.65;38.00
2019-04-18 02:59:59;0x66ea5F7bFa4C2369598801A9eC1751E221c08516;67.79;38.00
2019-04-18 02:59:59;0xDEF69800fbF739e928bfd2B6adf57CaE9bb958de;41.85;37.00
2019-04-18 02:59:59;0x7425abB7CA8D5Dd00126959E38Be1F6d475Cd929;109.21;37.00
2019-04-18 02:59:59;0x3D597789ea16054a084ac84ce87F50df9198F415;67.75;37.00
2019-04-18 02:59:59;0x34353E48f8007b0dbF496e734062e30d9354D529;39.64;37.00
2019-04-18 02:59:59;0x1feffB50F7b2A67C015f0179e041A10043FE6708;389.75;37.00
2019-04-18 02:59:59;0xDbAD5986862403df5E1109595359814f1b560004;5.29;36.00
2019-04-18 02:59:59;0xBbD6447eF4a211eF2bBbA9e79c5DB2738878E263;280.51;36.00
2019-04-18 02:59:59;0x8D508D69cD65947135b32796BA9Be413B0351aA6;48.76;36.00
2019-04-18 02:59:59;0x6517E7592d28927E7BA4f03Ab54079B527d6739D;37.54;36.00
2019-04-18 02:59:59;0x4C65d73FC4608D8463Fdb58BAf4c34c757aa054b;285.47;36.00
2019-04-18 02:59:59;0x2Fd159FDa924728caE69E711F2F56feB20F191B0;184.39;36.00
2019-04-18 02:59:59;0x049a0418e782080E1E1e8541cE95D92A5f0E16cc;50.37;36.00
2019-04-18 02:59:59;0xf2fA954E033e92ba3c76fD4372d479C99f614Ae3;61.62;35.00
2019-04-18 02:59:59;0xc72f6E631Efc3168e91CA501fDeF40bED9Fb4767;1000;35.00
2019-04-18 02:59:59;0x8889E8Ad67D54073e537E29b0a14244a444f6d29;108.21;35.00
2019-04-18 02:59:59;0x328F8F6E9EBD33ec1A496f8de79f5Dd3854a0717;106.48;35.00
2019-04-18 02:59:59;0xf1DCd175E5Cc03b50aB3aD22a2ca08ebAE643880;296.81;34.00
2019-04-18 02:59:59;0xF48E239BACc7cFD731570796A3aA4f324139c888;353.68;34.00
2019-04-18 02:59:59;0xED6f65C52BdFA960ef8A82FC974fCe4F3b505E54;26.89;34.00
2019-04-18 02:59:59;0x879585Bc421733F4474EAbecfb01729822D6391d;12.17;34.00
2019-04-18 02:59:59;0x7de31DcA13d1a6BD144f5f88Ba1b98A34bBF297A;84.58;34.00
2019-04-18 02:59:59;0x51F9AfB0aB61208B18d4b49C2f4227183fB963Dd;269.74;34.00
2019-04-18 02:59:59;0x5104eFC872D45dba3a97bf02aebE240dfC283321;310.43;34.00
2019-04-18 02:59:59;0x2E070EB180C981E65Fd0ac95087C2785bEdA53eb;19.83;34.00
2019-04-18 02:59:59;0x0a5bb650602F76309B0f4a5A884FD3fAD5A61Dc2;43.63;34.00
2019-04-18 02:59:59;0x00A7022bAfA31D0b7345ae43f7C45aFe625D088B;15.55;34.00
2019-04-18 02:59:59;0x00000000aCA7BA47149da8A2F0cE02D140eCFA12;57.79;34.00
2019-04-18 02:59:59;0xd1F3c7912434d5F43722874b8c7e6Acaabab322B;199.21;33.00
2019-04-18 02:59:59;0xc892A4Dc36ffD6244d29f0cEC1dD222eB92CFB71;74.38;33.00
2019-04-18 02:59:59;0xbAEaFc49d8e3a636d61df1F14fd45b97c7018020;164.77;33.00
2019-04-18 02:59:59;0xE4C577bdEc9cE0F6c54f2f82AED5b1913B71AE2f;1.01;33.00
2019-04-18 02:59:59;0xC230a0abF8caCBBF4eaeA9F9DAd1ed34deCbefBB;29.29;33.00
2019-04-18 02:59:59;0x9bEfb17f1252396803903F5Ff3d7daDe3E9A687E;28.00;33.00
2019-04-18 02:59:59;0x8D61aB7571b117644A52240456DF66EF846cd999;0.05;33.00
2019-04-18 02:59:59;0x61742dF6f341F84c59c408d203e7BD38BE3B85B0;74.93;33.00
2019-04-18 02:59:59;0x5ed3707FF33a3DFC71f6fa109Fa6eF7D9B5DAC69;200.86;33.00
2019-04-18 02:59:59;0xFe1BCD4fae7d1f04a744aA51d2cF4EFD5277762f;191.87;32.00
2019-04-18 02:59:59;0xD998171b51dedE5BB420228f8Ca6E349DaF0FD62;21.39;32.00
2019-04-18 02:59:59;0x6596B614b5171CCCc5B10Ead88391D45A4bDAF2E;72.57;32.00
2019-04-18 02:59:59;0x405aB916e25875A7468C1F0ADe2cCd2c17204fCb;11.85;32.00
2019-04-18 02:59:59;0x18FBA34d853B9BcA93d8DA204C44fa7b4aB372B2;125.07;32.00
2019-04-18 02:59:59;0xd9f12f3E93FE799373F18662D6220860BA46C567;123.12;31.00
2019-04-18 02:59:59;0xF906374b123Ba7ee0b40942B1dF49d36b5c000dA;90.47;31.00
2019-04-18 02:59:59;0xE8dE7ab307568840119086CF898cE0F687362c7D;1.59;31.00
2019-04-18 02:59:59;0xDda79b0625bAbBF4fe19c039734c47d43299242B;10.57;31.00
2019-04-18 02:59:59;0xC8837FFd9DbdF325885Cb117f6FeeF604EF3cBfC;49.32;31.00
2019-04-18 02:59:59;0x98d29f6b55b59CeF1d6c4C9f9b065302989D23d1;54.12;31.00
2019-04-18 02:59:59;0x79e2fb53bA9B8dEBE054960E0E543ffefB32819D;10.47;31.00
2019-04-18 02:59:59;0x6E944313fE2e9a751B94EEb509A5cab995BCe7FD;28.00;31.00
2019-04-18 02:59:59;0x555299d7DB8fD15923B69286964f73B9a25125A8;14.33;31.00
2019-04-18 02:59:59;0x3baE9b9e1dca462Ad8827f62F4A8b5b3714d7700;76.11;31.00
2019-04-18 02:59:59;0x0bc7355686A264DEDDc239dD30D4D201612aEB8B;163.22;31.00
2019-04-18 02:59:59;0x09475262c6a1ffBeDd480d2a15f35F978AaaAc38;14.34;31.00
2019-04-18 02:59:59;0xc8BEF1A50119389ae31D2E426F7C71BF8cC10deF;87.21;30.00
2019-04-18 02:59:59;0xFAF95953A36eD1e8f8426Ab5B7EB53dA246e3476;82.47;30.00
2019-04-18 02:59:59;0xD2eeFF73117C86c14F11A6052620848F8dD6E0c8;207.80;30.00
2019-04-18 02:59:59;0x9ecB4FEAE7cB33e01E57BFEC08AFe083710a9e4E;10.06;30.00
2019-04-18 02:59:59;0x1E857731973FC57BcA97461d63B7daEeF5909ecB;506.80;30.00
2019-04-18 02:59:59;0x1550318D0bc8938B3Ad0a2B000e00e14747742c0;32.99;30.00
2019-04-18 02:59:59;0x0a6F3315446Ece38ba8811D0457246cf6EAcecee;16.67;30.00
2019-04-18 02:59:59;0xf39e2527C6587f9BCAD8693Cd604Fc8186e19Cda;267.26;29.00
2019-04-18 02:59:59;0xc78CE4E51611ed720eC96bf584bf1b1658FD2379;22.18;29.00
2019-04-18 02:59:59;0xDAef3c671013e5232b9ec231a40142Dc0870B629;38.46;29.00
2019-04-18 02:59:59;0xBa99d36174eabA5e5c55563d365aF9A4e767da27;359.01;29.00
2019-04-18 02:59:59;0xB5A48fED4d5aBa3e52CfC81b21356857a7B48b4c;14.63;29.00
2019-04-18 02:59:59;0xA670B824fAA6d01Fa53A6E9Cb58f1746B2079Cd0;7.34;29.00
2019-04-18 02:59:59;0xA24F2E6dCbD2Da9A220958401dAB74B365bD34E1;115.01;29.00
2019-04-18 02:59:59;0x9C709cC95c3612FBdd2b257cC2131aC5DB99F6DB;69.67;29.00
